Time (ns);Current (nA);Voltage (mV);Energy (uJ)
"539158000";"2228900";"3297";"3999.1"
"540237000";"2228900";"3297";"4007.4"
"541316000";"2228900";"3297";"4015.3"
"542395000";"2228900";"3297";"4023.7"
"543743000";"2210600";"3297";"4033.5"
"544822000";"2210600";"3297";"4041.5"
"545902000";"2210600";"3297";"4049.8"
"546982000";"2210600";"3297";"4057.8"
"548061000";"2210600";"3297";"4066.1"
"549403000";"2210600";"3297";"4074.4"
"550482000";"2210600";"3297";"4082.7"
"551562000";"2216200";"3297";"4090.7"
"552641000";"2216200";"3297";"4099.0"
"553727000";"2216200";"3297";"4107.4"
"555070000";"2216200";"3297";"4115.7"
"556149000";"2216200";"3297";"4124.0"
"557229000";"2216200";"3297";"4132.4"
"558309000";"2227800";"3297";"4140.3"
"559389000";"2227800";"3297";"4148.6"
"560735000";"2227800";"3297";"4157.3"
"561815000";"2227800";"3297";"4165.3"
"562900000";"2227800";"3297";"4173.2"
"563979000";"2227800";"3297";"4181.6"
"565059000";"2227800";"3297";"4189.5"
"566402000";"2169000";"3297";"4198.2"
"567481000";"2169000";"3297";"4206.2"
"568561000";"2169000";"3297";"4214.5"
"569640000";"2169000";"3297";"4222.5"
"570720000";"2169000";"3297";"4230.8"
"572063000";"2169000";"3297";"4239.1"
"573148000";"2169000";"3297";"4247.5"
"574227000";"2228900";"3297";"4255.8"
"575306000";"2228900";"3297";"4263.7"
"576385000";"2228900";"3297";"4272.1"
"577728000";"2228900";"3297";"4280.8"
"578808000";"2228900";"3297";"4288.7"
"579887000";"2228900";"3297";"4297.1"
"580966000";"2228900";"3297";"4305.0"
"582045000";"2230900";"3297";"4313.3"
"583393000";"2230900";"3297";"4323.2"
"584473000";"2230900";"3297";"4331.1"
"585553000";"2230900";"3297";"4339.5"
"586632000";"2230900";"3297";"4347.4"
"587713000";"2230900";"3297";"4355.8"
"589055000";"2193300";"3297";"4364.1"
"590135000";"2193300";"3297";"4372.4"
"591215000";"2193300";"3297";"4380.4"
"592294000";"2193300";"3297";"4388.7"
"593379000";"2193300";"3297";"4397.0"
"594722000";"2193300";"3297";"4406.9"
"595802000";"2296700";"3297";"4415.2"
"596881000";"2296700";"3297";"4423.2"
"597961000";"2296700";"3297";"4431.5"
"599040000";"2296700";"3297";"4439.5"
"600383000";"2296700";"3297";"4448.2"
"601462000";"2296700";"3296";"4456.1"
"602547000";"2296700";"3296";"4464.4"
"603632000";"2227400";"3296";"4472.8"
"604711000";"2227400";"3296";"4480.7"
"606052000";"2227400";"3296";"4489.0"
"607131000";"2227400";"3296";"4497.4"
"608212000";"2227400";"3296";"4505.3"
"609291000";"2227400";"3296";"4513.7"
"610370000";"2227400";"3296";"4521.6"
"611713000";"2157800";"3296";"4530.3"
"612792000";"2157800";"3296";"4538.7"
"613876000";"2157800";"3296";"4546.6"
"614956000";"2157800";"3296";"4554.9"
"616034000";"2157800";"3297";"4562.9"
"617377000";"2157800";"3296";"4571.6"
"618457000";"2229100";"3296";"4579.9"
"619537000";"2229100";"3296";"4587.9"
"620616000";"2229100";"3296";"4596.2"
"621695000";"2229100";"3296";"4604.2"
"623042000";"2229100";"3296";"4612.9"
"624123000";"2229100";"3296";"4621.2"
"625202000";"2229100";"3296";"4629.1"
"626282000";"2229100";"3296";"4637.5"
"627361000";"2229100";"3296";"4645.4"
"628704000";"2229100";"3296";"4655.3"
"629783000";"2229100";"3296";"4663.6"
"630862000";"2229100";"3296";"4671.6"
"631942000";"2229100";"3296";"4679.9"
"633026000";"2280300";"3296";"4688.2"
"634368000";"2280300";"3296";"4696.6"
"635447000";"2280300";"3296";"4704.9"
"636527000";"2280300";"3296";"4713.2"
"637606000";"2280300";"3296";"4721.2"
"638686000";"2280300";"3296";"4729.5"
"640028000";"2146200";"3296";"4737.8"
"641108000";"2146200";"3296";"4746.2"
"642187000";"2146200";"3296";"4754.1"
"643272000";"2146200";"3296";"4762.4"
"644371000";"2146200";"3296";"4770.4"
"645713000";"2146200";"3296";"4779.1"
"646793000";"2146200";"3296";"4787.0"
"647873000";"2223400";"3296";"4795.4"
"648952000";"2223400";"3296";"4803.3"
"650031000";"2223400";"3296";"4811.7"
"651373000";"2223400";"3296";"4820.0"
"652453000";"2223400";"3296";"4828.3"
"653537000";"2223400";"3296";"4836.3"
"654617000";"2223400";"3296";"4844.6"
"655695000";"2229700";"3296";"4852.9"
"657038000";"2229700";"3297";"4861.3"
"658118000";"2229700";"3297";"4869.6"
"659197000";"2229700";"3297";"4877.9"
"660276000";"2229700";"3297";"4885.9"
"661355000";"2229700";"3297";"4894.2"
"662698000";"2146200";"3297";"4902.5"
"663782000";"2146200";"3297";"4910.9"
"664862000";"2146200";"3297";"4918.8"
"665940000";"2146200";"3297";"4926.8"
"667020000";"2146200";"3297";"4935.1"
"668362000";"2146200";"3297";"4943.4"
"669443000";"2146200";"3297";"4951.8"
"670521000";"2214700";"3297";"4959.7"
"671601000";"2214700";"3297";"4968.0"
"672681000";"2214700";"3297";"4976.0"
"674028000";"2214700";"3297";"4984.7"
"675108000";"2214700";"3297";"4993.0"
"676186000";"2214700";"3297";"5001.0"
"677266000";"2228600";"3297";"5009.3"
"678346000";"2228600";"3297";"5017.7"
"679688000";"2228600";"3297";"5027.5"
"680767000";"2228600";"3297";"5035.4"
"681846000";"2228600";"3297";"5043.8"
"682931000";"2228600";"3297";"5051.7"
"684010000";"2280500";"3297";"5060.1"
"685352000";"2280500";"3297";"5068.4"
"686436000";"2280500";"3297";"5076.7"
"687515000";"2280500";"3297";"5085.1"
"688595000";"2280500";"3297";"5093.0"
"689675000";"2280500";"3297";"5101.3"
"691018000";"2144400";"3297";"5109.7"
"692097000";"2144400";"3297";"5118.0"
"693181000";"2144400";"3297";"5125.9"
"694260000";"2144400";"3297";"5134.3"
"695339000";"2144400";"3297";"5142.6"
"696682000";"2144400";"3297";"5152.5"
"697762000";"2297400";"3297";"5160.8"
"698840000";"2297400";"3297";"5168.7"
"699920000";"2297400";"3297";"5177.1"
"701000000";"2297400";"3297";"5185.0"
"702342000";"2297400";"3297";"5193.7"
"703426000";"2297400";"3297";"5201.7"
"704506000";"2297400";"3297";"5210.0"
"705585000";"2214700";"3297";"5218.0"
"706665000";"2214700";"3297";"5225.9"
"708007000";"2214700";"3297";"5234.6"
"709086000";"2214700";"3297";"5242.6"
"710166000";"2214700";"3297";"5250.9"
"711245000";"2214700";"3297";"5259.2"
"712325000";"2214700";"3297";"5267.2"
"713673000";"2227500";"3297";"5277.4"
"714753000";"2227500";"3297";"5285.8"
"715831000";"2227500";"3297";"5293.7"
"716911000";"2227500";"3297";"5302.0"
"717990000";"2227500";"3297";"5310.0"
"719332000";"2227500";"3297";"5320.2"
"720411000";"2282400";"3297";"5328.2"
"721491000";"2282400";"3297";"5336.5"
"722570000";"2282400";"3297";"5344.5"
"723655000";"2282400";"3297";"5352.8"
"724998000";"2282400";"3297";"5361.1"
"726077000";"2282400";"3297";"5369.1"
"727157000";"2282400";"3297";"5377.4"
"728257000";"2208200";"3297";"5385.3"
"729337000";"2208200";"3297";"5393.7"
"730679000";"2208200";"3297";"5403.5"
"731759000";"2208200";"3297";"5411.9"
"732838000";"2208200";"3297";"5419.8"
"733923000";"2208200";"3298";"5428.1"
"735003000";"2296900";"3298";"5436.5"
"736346000";"2296900";"3297";"5444.8"
"737425000";"2296900";"3297";"5453.1"
"738506000";"2296900";"3297";"5461.5"
"739585000";"2296900";"3297";"5469.4"
"740665000";"2296900";"3297";"5477.8"
"742006000";"2145800";"3297";"5486.1"
"743091000";"2145800";"3297";"5494.4"
"744170000";"2145800";"3297";"5502.4"
"745250000";"2145800";"3297";"5510.7"
"746329000";"2145800";"3297";"5518.6"
"747672000";"2145800";"3297";"5527.0"
"748753000";"2145800";"3297";"5535.3"
"749832000";"2214200";"3297";"5543.2"
"750911000";"2214200";"3297";"5551.6"
